nicolas	_
campagne	campagne	NC	_
,	,	PONCT	_
et	et	CC	_
qui	qui	PROREL	_
est	être	V	_
si	si	ADV	_
âpre	âpre	ADJ	_
en-eux	en-eux	NC	_
,	,	PONCT	_
qu'	que	CS	_
encore	encore	ADV	_
qu'	que	CS	_
ils	il	CLS	_
ayent	avoir	V	_
de	de	X	_
l'	le	DET	_
honneur	honneur	NC	_
,	,	PONCT	_
ils	il	CLS	_
le	il	CLO	_
font	faire	V	_
passer	passer	VINF	_
avant	avant	P	_
tout	tout	PRO	_
:	:	PONCT	_
et	et	CC	_
je	je	CLS	_
souhaite	souhaiter	V	_
que	que	CS	_
ce	ce	DET	_
second	second	ADJ	_
recueil	recueil	NC	_
soit	être	V	_
un	un	DET	_
préservatif	préservatif	NC	_
pour	pour	P	_
les	le	DET	_
filles	fille	NC	_
qui	qui	PROREL	_
sortiront	sortir	V	_
de	de	P	_
moi	je	PRO	_
,	,	PONCT	_
dans	dans	P	_
tous	tout	ADJ	_
les	le	DET	_
temps	temps	NC	_
futurs	futur	ADJ	_
,	,	PONCT	_
tant	tant	ADV	_
que	que	CS	_
le	le	DET	_
glorieus	glorieus	ADJ	_
royaume	royaume	NC	_
de	de	P	_
France	France	NP	_
subsistera	subsister	V	_
.	.	PONCT	_
PARTIE	partie	NC	_
1	1	ADJ	_
Notre	notre	DET	_
soeur	sœur	NC	_
Ursule	Ursule	NP	_
était	être	V	_
,	,	PONCT	_
ainsi	ainsi	ADV	_
qu'	que	CS	_
Edmond	Edmond	NP	_
,	,	PONCT	_
ce	ce	PRO	_
qu'	que	PROREL	_
on	on	CLS	_
peut	pouvoir	V	_
voir	voir	VINF	_
de	de	P	_
meilleur	meilleur	ADJ	_
et	et	CC	_
de	de	P	_
plus	plus	ADV	_
aimable	aimable	ADJ	_
;	;	PONCT	_
et	et	CC	_
ce	ce	CLS	_
fut	être	V	_
à	à	P	_
-	-	PONCT	_
cause	cause	NC	_
de	de	P	_
leur	leur	DET	_
excellence	excellence	NC	_
que	que	CS	_
notre	notre	DET	_
digne	digne	ADJ	_
père	père	NC	_
et	et	CC	_
notre	notre	DET	_
digne	digne	ADJ	_
mère	mère	NC	_
les	il	CLO	_
envoyèrent	envoyer	V	_
à	à	P	_
la	le	DET	_
ville	ville	NC	_
.	.	PONCT	_
Sans	sans	P	_
plus	plus	ADV	_
parler	parler	VINF	_
d'	de	P	_
Edmond	Edmond	NP	_
,	,	PONCT	_
dont	dont	PROREL	_
les	le	DET	_
malheurs	malheur	NC	_
ont	avoir	V	_
fait	faire	VPP	_
tant	tant	ADV	_
de	de	P	_
bruit	bruit	NC	_
dans	dans	P	_
le	le	DET	_
monde	monde	NC	_
,	,	PONCT	_
je	je	CLS	_
dirai	dire	V	_
ici	ici	ADV	_
d'	de	P	_
Ursule	Ursule	NP	_
,	,	PONCT	_
que	que	CS	_
c'	ce	CLS	_
était	être	V	_
la	le	DET	_
grâce	grâce	NC	_
du	de_le	P+D	_
visage	visage	NC	_
et	et	CC	_
du	de_le	P+D	_
corps	corps	NC	_
;	;	PONCT	_
la	le	DET	_
douceur	douceur	NC	_
,	,	PONCT	_
la	le	DET	_
naïveté	naïveté	NC	_
,	,	PONCT	_
la	le	DET	_
candeur	candeur	NC	_
du	de_le	P+D	_
caractère	caractère	NC	_
;	;	PONCT	_
la	le	DET	_
bonté	bonté	NC	_
du	de_le	P+D	_
coeur	cœur	NC	_
;	;	PONCT	_
la	le	DET	_
générosité	générosité	NC	_
de	de	P	_
l'	le	DET	_
âme	âme	NC	_
,	,	PONCT	_
comme	comme	CS	_
elle	il	CLS	_
m'	je	CLO	_
en-a	en-a	V	_
donné	donner	VPP	_
des	un	DET	_
preuves	preuve	NC	_
dans	dans	P	_
le	le	DET	_
cours	cour	NC	_
de	de	P	_
sa	son	DET	_
vie	vie	NC	_
,	,	PONCT	_
sur-tout	sur-tout	ADV	_
avant	avant	P	_
ses	son	DET	_
chutes	chute	NC	_
si	si	ADV	_
lourdes	lourd	ADJ	_
et	et	CC	_
si	si	ADV	_
épouvantables	épouvantable	ADJ	_
,	,	PONCT	_
et	et	CC	_
après	après	ADV	_
,	,	PONCT	_
pendant	pendant	P	_
la	le	DET	_
rude	rude	ADJ	_
pénitence	pénitence	NC	_
qu'	que	PROREL	_
elle	il	CLS	_
en-a	en-a	V	_
faite	faire	VPP	_
,	,	PONCT	_
comme	comme	CS	_
on	on	CLS	_
le	il	CLO	_
verra	voir	V	_
par	par	P	_
ces	ce	DET	_
lettres	lettre	NC	_
.	.	PONCT	_
Mais	mais	CC	_
il	il	CLS	_
convient	convenir	V	_
,	,	PONCT	_
qu'	que	CS	_
avant	avant	P	_
de	de	P	_
découvrir	découvrir	VINF	_
cette	ce	DET	_
pauvre	pauvre	ADJ	_
soeur	sœur	NC	_
,	,	PONCT	_
tant	tant	ADV	_
regrettée	regretter	VPP	_
!	!	PONCT	_
Je	je	CLS	_
montre	montrer	V	_
quelle	quel	DET	_
elle	il	CLS	_
fut	être	V	_
,	,	PONCT	_
lorsque	lorsque	CS	_
la	le	DET	_
corruption	corruption	NC	_
des	de_le	P+D	_
villes	ville	NC	_
,	,	PONCT	_
qu'	que	PROREL	_
habitent	habiter	V	_
ceux	celui	PRO	_
qui	qui	PROREL	_
doivent	devoir	V	_
lire	lire	VINF	_
cet	ce	DET	_
ouvrage	ouvrage	NC	_
,	,	PONCT	_
comme	comme	CS	_
ils	il	CLS	_
ont	avoir	V	_
lu	lire	VPP	_
l'	le	DET	_
autre	autre	NC	_
,	,	PONCT	_
concernant	concerner	VPR	_
mon	mon	DET	_
pauvre	pauvre	ADJ	_
frère	frère	NC	_
,	,	PONCT	_
n'	ne	ADV	_
avait	avoir	V	_
pas	pas	ADV	_
corrompu	corrompre	VPP	_
et	et	CC	_
fangé	fangé	NP	_
en-elle	en-elle	ADJ	_
l'	le	DET	_
image	image	NC	_
de	de	P	_
Dieu	Dieu	NP	_
,	,	PONCT	_
gâté	gâter	VPP	_
les	le	DET	_
beautés	beauté	NC	_
de	de	P	_
la	le	DET	_
belle	beau	ADJ	_
nature	nature	NC	_
,	,	PONCT	_
et	et	CC	_
qu'	que	CS	_
elle	il	CLS	_
était	être	V	_
encore	encore	ADV	_
telle	tel	ADJ	_
que	que	CS	_
le	le	DET	_
tout-puissant	tout-puissant	NC	_
l'	il	CLO	_
avait	avoir	V	_
créée	créer	VPP	_
;	;	PONCT	_
et	et	CC	_
que	que	CS	_
je	je	CLS	_
leur	il	CLO	_
fasse	faire	V	_
voir	voir	VINF	_
,	,	PONCT	_
que	que	CS	_
tout	tout	ADJ	_
ce	ce	PRO	_
qui	qui	PROREL	_
a	avoir	V	_
perverti	pervertir	VPP	_
et	et	CC	_
vicié	vicier	VPP	_
ma	mon	DET	_
pauvre	pauvre	ADJ	_
soeur	sœur	NC	_
,	,	PONCT	_
était	être	V	_
non	non	ADV	_
dans	dans	P	_
son	son	DET	_
coeur	cœur	NC	_
droit	droit	ADJ	_
et	et	CC	_
simple	simple	ADJ	_
,	,	PONCT	_
mais	mais	CC	_
dans	dans	P	_
vos	votre	DET	_
villes	ville	NC	_
,	,	PONCT	_
ô	ô	I	_
lecteurs	lecteur	NC	_
,	,	PONCT	_
dans	dans	P	_
ce	ce	DET	_
séjour	séjour	NC	_
de	de	P	_
perdition	perdition	NC	_
,	,	PONCT	_
où	où	PROREL	_
l'on	on	CLS	_
n'	ne	ADV	_
a	avoir	V	_
pu	pouvoir	VPP	_
souffrir	souffrir	VINF	_
que	que	CS	_
cette	ce	DET	_
belle	beau	ADJ	_
créature	créature	NC	_
conservât	conserver	V	_
sa	son	DET	_
noblesse	noblesse	NC	_
native	natif	ADJ	_
et	et	CC	_
son	son	DET	_
excellence	excellence	NC	_
de	de	P	_
coeur	cœur	NC	_
et	et	CC	_
d'	de	P	_
esprit	esprit	NC	_
;	;	PONCT	_
parce	parce	ET	_
-	-	PONCT	_
qu'	que	CS	_
elle	il	CLS	_
aurait	avoir	V	_
sans	sans	P	_
-	-	PONCT	_
doute	doute	NC	_
trop	trop	ADV	_
-	-	PONCT	_
humilié	humilier	VPP	_
les	le	DET	_
difformes	difformes	NC	_
d'	de	P	_
âme	âme	NC	_
et	et	CC	_
de	de	P	_
corps	corps	NC	_
,	,	PONCT	_
dont	dont	PROREL	_
les	le	DET	_
villes	ville	NC	_
sont	être	V	_
pleines	plein	ADJ	_
!	!	PONCT	_
...	…	PONCT	_
mais	mais	CC	_
pardonnez	pardonner	V	_
ce	ce	DET	_
langage	langage	NC	_
à	à	P	_
ma	mon	DET	_
douleur	douleur	NC	_
!	!	PONCT	_
Et	et	CC	_
qu'	que	CS	_
il	il	CLS	_
me	je	CLO	_
soit	être	V	_
seulement	seulement	ADV	_
permis	permettre	VPP	_
de	de	P	_
dire	dire	VINF	_
,	,	PONCT	_
que	que	CS	_
si	si	CS	_
ma	mon	DET	_
pauvre	pauvre	ADJ	_
soeur	sœur	NC	_
eût	avoir	V	_
été	être	VPP	_
moins	moins	ADV	_
belle	beau	ADJ	_
,	,	PONCT	_
elle	il	CLS	_
aurait	avoir	V	_
été	être	VPP	_
moins	moins	ADV	_
-	-	PONCT	_
attaquée	attaquer	VPP	_
,	,	PONCT	_
moins	moins	ADV	_
-	-	PONCT	_
tentée	tenter	VPP	_
,	,	PONCT	_
moins	moins	ADV	_
-	-	PONCT	_
violentée	violenter	VPP	_
par	par	P	_
les	le	DET	_
méchans	méchant	NC	_
,	,	PONCT	_
et	et	CC	_
que	que	CS	_
peut-être	peut-être	ADV	_
aurait	avoir	V	_
-elle	il	CLS	_
,	,	PONCT	_
avec	avec	P	_
la	le	DET	_
grâce	grâce	NC	_
du	de_le	P+D	_
seigneur	seigneur	NC	_
,	,	PONCT	_
échappé	échapper	VPP	_
à	à	P	_
la	le	DET	_
perversion	perversion	NC	_
.	.	PONCT	_
Dès	dès	P	_
son	son	DET	_
enfance	enfance	NC	_
,	,	PONCT	_
Ursule	Ursule	NP	_
était	être	V	_
déja	déja	ADJ	_
aimable	aimable	ADJ	_
,	,	PONCT	_
tant	tant	ADV	_
par	par	P	_
sa	son	DET	_
douceur	douceur	NC	_
,	,	PONCT	_
que	que	CS	_
par	par	P	_
sa	son	DET	_
jolie	joli	ADJ	_
figure	figure	NC	_
;	;	PONCT	_
ce	ce	PRO	_
qui	qui	PROREL	_
la	il	CLO	_
rendait	rendre	V	_
l'	le	DET	_
admiration	admiration	NC	_
de	de	P	_
tout	tout	ADJ	_
le	le	DET	_
monde	monde	NC	_
:	:	PONCT	_
et	et	CC	_
tous	tous	PRO	_
-	-	PONCT	_
ceux	celui	PRO	_
qui	qui	PROREL	_
venaient	venir	V	_
à	à	P	_
la	le	DET	_
maison	maison	NC	_
,	,	PONCT	_
chés	chés	NC	_
nos	notre	DET	_
chèrs	chèrs	NC	_
père	père	NC	_
et	et	CC	_
mère	mère	NC	_
,	,	PONCT	_
demandaient	demander	V	_
à	à	P	_
la	il	CLO	_
voir	voir	VINF	_
:	:	PONCT	_
et	et	CC	_
on	on	CLS	_
disait	dire	V	_
à	à	P	_
notre	notre	DET	_
mère	mère	NC	_
:	:	PONCT	_
-	-	X	_
c'	ce	CLS	_
est	être	V	_
tout	tout	ADJ	_
votre	votre	DET	_
portrait	portrait	NC	_
;	;	PONCT	_
mais	mais	CC	_
elle	il	CLS	_
a	avoir	V	_
en-outre	en-outre	VPP	_
quelque	quelque	DET	_
-	-	PONCT	_
chose	chose	NC	_
d'	de	P	_
angéliq	angéliq	NP	_
,	,	PONCT	_
qu'	que	CS	_
elle	il	CLS	_
ne	ne	ADV	_
tient	tenir	V	_
que	que	ADV	_
de	de	P	_
Dieu	Dieu	NP	_
-	-	PONCT	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
ce	ce	PRO	_
qui	qui	PROREL	_
fit	faire	V	_
qu'	que	CS	_
une	un	DET	_
dame	dame	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
vint	venir	V	_
à	à	P	_
-	-	PONCT	_
passer	passer	VINF	_
par	par	P	_
le	le	DET	_
pays	pays	NC	_
,	,	PONCT	_
et	et	CC	_
qui	qui	PROREL	_
logea	loger	V	_
chés	chés	NC	_
nous	nous	PRO	_
,	,	PONCT	_
la	il	CLO	_
demanda	demander	V	_
pour	pour	P	_
l'	il	CLO	_
emmener	emmener	VINF	_
avec	avec	P	_
elle	il	PRO	_
,	,	PONCT	_
promettant	promettre	VPR	_
d'	de	P	_
en-avoir	en-avoir	NC	_
grand-soin	grand-soin	ADJ	_
,	,	PONCT	_
et	et	CC	_
de	de	P	_
la	il	CLO	_
traiter	traiter	VINF	_
comme	comme	P	_
sa	son	DET	_
fille	fille	NC	_
.	.	PONCT	_
Notre	notre	DET	_
bonne	bon	ADJ	_
mère	mère	NC	_
,	,	PONCT	_
tant	tant	ADV	_
qu'	que	CS	_
elle	il	CLS	_
crut	croire	V	_
que	que	CS	_
la	le	DET	_
dame	dame	NC	_
ne	ne	ADV	_
parlait	parler	V	_
pas	pas	ADV	_
sérieusement	sérieusement	ADV	_
,	,	PONCT	_
y	y	CLO	_
accordait	accorder	V	_
de	de	P	_
bonne-grâce	bonne-grâce	NC	_
,	,	PONCT	_
en-riant	en-riant	NC	_
,	,	PONCT	_
et	et	CC	_
notre	notre	DET	_
respectable	respectable	ADJ	_
père	père	NC	_
,	,	PONCT	_
lui	il	PRO	_
,	,	PONCT	_
y	y	CLO	_
alait	alait	V	_
tout	tout	PRO	_
-	-	PONCT	_
de	de	P	_
-	-	PONCT	_
bon	bon	ADJ	_
:	:	PONCT	_
mais	mais	CC	_
quand	quand	CS	_
elle	il	CLS	_
vit	vivre	V	_
que	que	CS	_
la	le	DET	_
dame	dame	NC	_
fesait	fesait	ADJ	_
déja	déja	V	_
les	le	DET	_
arrangemens	arrangement	NC	_
,	,	PONCT	_
et	et	CC	_
qu'	que	CS	_
elle	il	CLS	_
ne	ne	ADV	_
badinait	badiner	V	_
pas	pas	ADV	_
,	,	PONCT	_
elle	il	CLS	_
se	se	CLO	_
prit	prendre	V	_
à	à	P	_
pleurer	pleurer	VINF	_
:	:	PONCT	_
si	si	CS	_
-	-	PONCT	_
bien	bien	ADV	_
qu'	que	CS	_
il	il	CLS	_
falut	falloir	V	_
laisser	laisser	VINF	_
Ursule	Ursule	NP	_
:	:	PONCT	_
ce	ce	PRO	_
que	que	PROREL	_
notre	notre	DET	_
père	père	NC	_
ne	ne	ADV	_
trouva	trouver	V	_
pas	pas	ADV	_
bon	bon	ADJ	_
;	;	PONCT	_
et	et	CC	_
pourtant	pourtant	ADV	_
il	il	CLS	_
ne	ne	ADV	_
voulut	vouloir	V	_
pas	pas	ADV	_
lui	il	CLO	_
donner	donner	VINF	_
le	le	DET	_
chagrin	chagrin	NC	_
de	de	P	_
lui	il	CLO	_
ôter	ôter	VINF	_
de	de	P	_
-	-	PONCT	_
force	force	NC	_
une	un	PRO	_
de	de	P	_
ses	son	DET	_
enfans	enfant	NC	_
:	:	PONCT	_
et	et	CC	_
depuis	depuis	P	_
souvent	souvent	ADV	_
il	il	CLS	_
en-parlait	en-parlait	V	_
:	:	PONCT	_
et	et	CC	_
c'	ce	CLS	_
est	être	V	_
ce	ce	PRO	_
qui	qui	PROREL	_
a	avoir	V	_
fait	faire	VPP	_
sans	sans	P	_
-	-	PONCT	_
doute	douter	V	_
que	que	CS	_
jamais	jamais	ADV	_
notre	notre	DET	_
mère	mère	NC	_
ne	ne	ADV	_
s'	se	CLO	_
est	être	V	_
depuis	depuis	P	_
opposée	opposer	VPP	_
au	à_le	P+D	_
départ	départ	NC	_
d'	de	P	_
Edmond	Edmond	NP	_
et	et	CC	_
d'	de	P	_
Ursule	Ursule	NP	_
,	,	PONCT	_
quand	quand	CS	_
il	il	CLS	_
a	avoir	V	_
été	être	VPP	_
question	question	NC	_
de	de	P	_
les	il	CLO	_
envoyer	envoyer	VINF	_
à	à	P	_
la	le	DET	_
ville	ville	NC	_
:	:	PONCT	_
car	car	CC	_
cette	ce	DET	_
excellente	excellent	ADJ	_
femme	femme	NC	_
se	se	CLO	_
souvenait	souvenir	V	_
de	de	P	_
ce	ce	PRO	_
que	que	PROREL	_
lui	il	CLO	_
avait	avoir	V	_
dit	dire	VPP	_
notre	notre	DET	_
père	père	NC	_
;	;	PONCT	_
et	et	CC	_
elle	il	CLS	_
regardait	regarder	V	_
comme	comme	P	_
une	un	DET	_
chose	chose	NC	_
très	très	ADV	_
-	-	PONCT	_
vilaine	vilain	ADJ	_
et	et	CC	_
vicieuse	vicieux	ADJ	_
,	,	PONCT	_
qu'	que	CS	_
étant	être	VPR	_
femme	femme	NC	_
,	,	PONCT	_
elle	il	CLS	_
alât	alât	V	_
contre	contre	P	_
les	le	DET	_
volontés	volonté	NC	_
de	de	P	_
son	son	DET	_
mari	mari	NC	_
,	,	PONCT	_
qu'	que	CS	_
elle	il	CLS	_
regardait	regarder	V	_
comme	comme	P	_
son	son	DET	_
seigneur	seigneur	NC	_
et	et	CC	_
maître	maître	NC	_
,	,	PONCT	_
et	et	CC	_
auquel	auquel	PROREL	_
elle	il	CLS	_
fesait	fesait	V	_
profession	profession	NC	_
d'	de	P	_
être	être	VINF	_
soumise	soumettre	VPP	_
,	,	PONCT	_
non	non	ADV	_
de	de	P	_
parole	parole	NC	_
seulement	seulement	ADV	_
,	,	PONCT	_
mais	mais	CC	_
d'	de	P	_
effet	effet	NC	_
,	,	PONCT	_
comme	comme	CS	_
elle	il	CLS	_
en-a	en-a	V	_
donné	donner	VPP	_
l'	le	DET	_
exemple	exemple	NC	_
toute	tout	ADJ	_
sa	son	DET	_
vie	vie	NC	_
à	à	P	_
ses	son	DET	_
filles	fille	NC	_
,	,	PONCT	_
mes	mon	DET	_
très	très	ADV	_
-	-	PONCT	_
chères	cher	ADJ	_
soeurs	sœur	NC	_
.	.	PONCT	_
Et	et	CC	_
à	à	P	_
-	-	PONCT	_
mesure	mesure	NC	_
qu'	que	CS	_
Ursule	Ursule	NP	_
grandissait	grandir	V	_
,	,	PONCT	_
elle	il	CLS	_
devenait	devenir	V	_
de	de	P	_
plûs	plûs	NC	_
-en	en	CLO	_
-	-	PONCT	_
plûs	plûs	NC	_
aimable	aimable	ADJ	_
et	et	CC	_
gentille	gentil	ADJ	_
,	,	PONCT	_
même	même	ADV	_
de	de	P	_
caractère	caractère	NC	_
;	;	PONCT	_
si	si	CS	_
-	-	PONCT	_
bien	bien	ADV	_
qu'	que	CS	_
elle	il	CLS	_
fesait	fesait	V	_
nos	notre	DET	_
délices	délice	NC	_
à	à	P	_
tous	tous	PRO	_
:	:	PONCT	_
car	car	CC	_
elle	il	CLS	_
était	être	V	_
bonne	bon	ADJ	_
,	,	PONCT	_
obligeante	obligeant	ADJ	_
,	,	PONCT	_
prévenante	prévenir	VPR	_
;	;	PONCT	_
et	et	CC	_
elle	il	CLS	_
se	se	CLO	_
fût	être	V	_
privé	priver	VPP	_
de	de	P	_
son	son	DET	_
nécessaire	nécessaire	NC	_
pour	pour	P	_
nous	nous	PRO	_
le	il	CLO	_
donner	donner	VINF	_
.	.	PONCT	_
Aussi	aussi	ADV	_
un-chaqu	un-chaqu	ADJ	_
'	'	PONCT	_
un	un	PRO	_
de	de	P	_
nous	nous	PRO	_
l'	il	CLO	_
aimait	aimer	V	_
-il	il	CLS	_
,	,	PONCT	_
au	à_le	P+D	_
-	-	PONCT	_
point	point	NC	_
qu'	que	PROREL	_
elle	il	CLS	_
était	être	V	_
au	à_le	P+D	_
-	-	PONCT	_
milieu	milieu	NC	_
de	de	P	_
nous	nous	PRO	_
-	-	PONCT	_
tous	tous	PRO	_
,	,	PONCT	_
frères	frère	NC	_
et	et	CC	_
soeurs	sœur	NC	_
,	,	PONCT	_
comme	comme	P	_
une	un	DET	_
petite	petit	ADJ	_
reine	reine	NC	_
,	,	PONCT	_
que	que	CS	_
chaqu'	chaqu'	NC	_
un	un	DET	_
craignait	craignait	NC	_
de	de	P	_
mécontenter	mécontenter	VINF	_
.	.	PONCT	_
Et	et	CC	_
pareillement	pareillement	ADV	_
en-était-il	en-était-il	ADJ	_
d'	de	P	_
Edmond	Edmond	NP	_
:	:	PONCT	_
c'	ce	CLS	_
étaient	être	V	_
les	le	DET	_
deux	deux	ADJ	_
bien-aimés	bien-aimé	NC	_
,	,	PONCT	_
non-seulement	non-seulement	ADV	_
de	de	P	_
père	père	NC	_
et	et	CC	_
mère	mère	NC	_
,	,	PONCT	_
mais	mais	CC	_
de	de	P	_
frères	frère	NC	_
et	et	CC	_
soeurs	sœur	NC	_
.	.	PONCT	_
Et	et	CC	_
encore	encore	ADV	_
que	que	CS	_
nous	nous	CLS	_
vîssions	vîssions	V	_
bien	bien	ADV	_
tous	tous	PRO	_
qu'	que	PROREL	_
ils	il	CLS	_
étaient	être	V	_
plus	plus	ADV	_
-	-	PONCT	_
aimés	aimer	VPP	_
que	que	CS	_
les	le	DET	_
autres	autre	NC	_
,	,	PONCT	_
à	à	P	_
-	-	PONCT	_
cause	cause	NC	_
de	de	P	_
leurs	leur	DET	_
gentilles	gentil	ADJ	_
faces	face	NC	_
et	et	CC	_
minois	minois	NC	_
agréables	agréable	ADJ	_
,	,	PONCT	_
qui	qui	PROREL	_
ne	ne	ADV	_
permettaient	permettre	V	_
de	de	P	_
leur	leur	DET	_
parler	parler	VINF	_
comme	comme	P	_
aux	à_le	P+D	_
autres	autre	ADJ	_
enfans	enfant	NC	_
;	;	PONCT	_
si	si	ADV	_
pourtant	pourtant	ADV	_
est	être	V	_
-il	il	CLS	_
sûr	sûr	ADJ	_
,	,	PONCT	_
qu'	que	CS	_
auqu'	auqu'	V	_
un	un	PRO	_
de	de	P	_
nous	nous	PRO	_
n'	ne	ADV	_
en-fut	en-fut	V	_
jalous	jaloux	ADJ	_
;	;	PONCT	_
mais	mais	CC	_
nous	nous	CLS	_
sentions	sentir	V	_
en-nous-mêmes	en-nous-mêmes	ADJ	_
que	que	CS	_
c'	ce	CLS	_
était	être	V	_
une	un	DET	_
justice	justice	NC	_
qu'	que	PROREL	_
on	on	CLS	_
leur	il	CLO	_
rendait	rendre	V	_
;	;	PONCT	_
et	et	CC	_
nous	nous	CLS	_
cherchions	chercher	V	_
à	à	P	_
-	-	PONCT	_
gâgner	gâgner	NC	_
leurs	leur	DET	_
bonnes	bon	ADJ	_
-	-	PONCT	_
grâces	grâce	NC	_
:	:	PONCT	_
et	et	CC	_
ce	ce	PRO	_
qu'	que	PROREL	_
il	il	CLS	_
y	y	CLO	_
avait	avoir	V	_
de	un	DET	_
merveilleus	merveilleux	ADJ	_
